act_date,resettable_device_id_or_app_instance_id,predicted_45
2021-06-13,02B39E57-7F16-40C5-BB58-E22ADE2FDF2F,1.8708608
2021-06-18,02C05A2B-2418-492E-9D37-A71E5DF216B2,3.1017885
2021-06-16,02C3E426-DB83-4535-8DD5-CA8CF3FEC0F4,1.8708608
2021-06-27,02CD1DAB-3060-4FD1-938E-DCF7C32D9052,2.6547694
2021-05-30,02E1911B-EDC3-4F9B-8AD2-76C83D912EFB,9.161621
2021-06-08,02E8E87D-280B-4807-ADAA-E4A249FE2502,1.2696874
2021-06-13,02FBC560-EF46-43F5-94A4-3E3CD497AF78,2.7977064
2021-06-20,02FF9175-4E5D-4C14-957D-3E736FF1914A,1.2696874
2021-06-08,031AEF3D-6488-47DC-8291-B177C2D900F0,1.2696874
2021-06-08,031CFE63-6266-4700-AFE6-80BDDCCBDBA2,1.2696874
2021-05-21,03284F4D-340B-44BB-BB40-72ED9C5BD72B,4.415848
2021-06-01,032AA016-9CAC-4DC7-B077-31C752A254FF,1.8708608
2021-06-03,03472C1C-D843-4E97-B3E2-050F6BFDE224,0.78944325
2021-05-16,035C7848-9647-466B-B7C6-55125E4B6516,2.7977064
2021-06-12,03760B11-9AB8-4291-A2C6-2EE67D317601,7.461458
2021-05-26,038A11E6-A3C2-4BE2-9642-273917DF4336,4.415848
2021-06-06,038EE375-0D12-483F-9D7E-925307846CDC,4.111766
2021-06-17,03A866C0-6DAE-477A-8544-F5E51CF33364,3.462058
2021-05-12,03C6246E-864E-47AE-8DF8-DBC9B8AAB156,5.68626
2021-06-10,03D9385C-C541-4E78-B0CB-C6CF42A122BD,2.6498823
2021-05-24,03DFF1B3-7E1D-4958-AD40-EFD756B5B466,3.462058
2021-05-31,03F50327-9F9D-4F3D-B0BA-F65C8DCD8634,1.2696874
2021-06-26,03F57F8A-7911-4518-A9B6-45B70776A112,2.7977064
2021-06-08,0403DB46-2CB5-4AD2-9EEB-8A98886D9097,2.3701928
2021-05-30,04183582-983D-4DD3-AEB9-F563487CDA53,1.8708608
2021-06-23,0420BEC2-34C9-4E41-AD97-5AEB730FD190,5.187105
2021-06-16,04236AC2-3A1E-46E4-8C0F-76C6120F9456,1.8708608
2021-05-16,042B4B6C-23EE-452B-B2BC-5CA8F20884DB,6.78836
2021-06-20,043D1BD6-1C1A-4D34-96BF-F165CA567055,4.415848
2021-06-17,045CF906-5EE6-44CD-BFC7-7D54B463C463,2.7565386
2021-06-12,0463F61B-5EC0-464D-8284-DACEC6619BA1,1.8708608
2021-06-08,046FA3E0-FE01-4533-944C-3C8A589EEDF5,1.2696874
2021-05-21,04782076-C8A0-477C-80D9-388DDF3928CC,2.9588516
2021-06-22,04782C17-2B65-4C7A-9ACC-42AF67091F66,5.092408
2021-06-16,04828FEB-CA14-4843-AF28-425E8D3BABFC,3.462058
2021-06-10,048C28FE-CA72-437E-A64B-C0B23ACA15C4,3.5541122
2021-06-26,048E0BBE-2147-494E-B670-94F48CE763FE,2.3701928
2021-05-21,0492042B-6CB0-4B6F-84D7-DF8BF17AD05F,2.0186849
2021-06-07,0493A6F2-520A-4BA0-A35A-B5EFD0E44C76,1.2696874
2021-05-21,04975DA3-808C-4316-87D9-3AE874D1BFFE,1.4175115
2021-05-22,04A26032-ADE9-4C43-BEC1-0E92B54A4B54,1.2696874
2021-06-18,04A4B32F-F8E0-41E9-9C7F-D935EFC8F12C,1.0210189
2021-05-15,04B64968-FD23-4D48-8666-7C571B2C102E,3.2584224
2021-06-18,04BE78CA-9EEB-491C-9CFE-07217F079A42,3.7661402
2021-06-09,04C5E3E0-1D8D-4DA2-86E9-3581F6308848,1.2696874
2021-05-16,04CF942D-052E-4E8F-98F1-7E5E42024EDD,2.6498823
2021-05-12,04D8C385-4A4A-49CB-BF5F-156F0686B929,2.0186849
2021-06-22,04DA771D-C811-42A7-8DDC-D9FF4343E8C6,4.7289243
2021-06-12,04E8CDC6-91DC-4BA4-9031-A720EFAE6C85,2.7977064
2021-06-01,04E91EBA-E12B-4B91-9746-FDBDC036FDAB,0.93726724
2021-05-22,04EFE199-A00A-4632-BBD0-CBCF665D0D92,3.7661402
2021-06-11,04F371FE-3844-49C7-90E6-D0856518AFC1,3.462733
2021-06-10,04F6E350-DF43-40BA-B677-F0AC1D996CB8,2.3701928
2021-06-06,050B6B25-9856-44B1-A2EB-C34C1BBF09B4,2.0186849
2021-06-27,0515FD77-BBE9-4BF9-A5D1-77B6072332AB,0.86704385
2021-06-07,0516934F-5216-44B1-AC0A-70E2CE907B45,1.8708608
2021-05-18,052893BA-3A80-4ECB-9D0C-EF463A9C5880,5.3964906
2021-05-29,0531D5A8-3120-4883-B251-23B8AC602FC8,1.2696874
2021-06-16,05373771-70F9-4693-8095-D88673532ADF,3.1586509
2021-05-26,05862E3A-FFBB-4503-9F9F-18054AD69F84,6.78836
2021-06-18,059A6A30-B6FD-43B2-9D6C-F268D462D70B,2.2223687
2021-06-17,05A085C0-9DA6-483A-84F4-000E472C1C37,3.462058
2021-05-30,05B4DB78-F5D0-4437-86D2-95F61008DA3D,3.462058
2021-06-09,05B8E519-8F54-46E5-8E66-DC5C72D04C1A,3.1586509
2021-06-20,05C320A4-F679-43F0-87E9-D28CAB21982B,2.0186849
2021-06-22,05C98474-3AAE-461D-A1D0-BAA24A8B37F7,1.2696874
2021-06-25,05DF9837-E2E7-4CBB-AE0E-F94027A0D497,3.1017885
2021-05-24,05F43282-8895-4138-840B-914D5D261B0F,2.3701928
2021-05-25,05F63A30-67CF-4808-B03B-F2EACD49FE7E,5.3964906
2021-06-20,0619C311-E10F-4752-8185-484A6210DE35,4.111766
2021-06-01,06304BFA-96E1-4BB1-B8BF-CE851F9C5F06,2.3701928
2021-06-09,063BB462-4F73-4D47-80F2-7D4D6BC29550,0.5
2021-06-13,063FD71E-56DD-4B86-B7CB-714732E663DD,1.8708608
2021-06-18,064D0BE0-D4A9-4E76-95EE-DAABA6796EA6,2.7977064
2021-06-05,06522B2A-B1DB-4A3C-AAC7-7CA858AAECB3,4.415848
2021-06-07,0674464D-9DAB-4F6D-888D-32469A22C4FE,1.2696874
2021-05-14,067D8DAD-D4C0-4D99-B25A-154767DD8F07,2.7977064
2021-06-24,068C9CF9-B9E7-4A5E-ADA0-A8C1035DEC89,1.8708608
2021-06-20,069B9769-8072-4187-84EF-54EB4DF53D68,10.450698
2021-06-20,06A7A728-B79C-439D-9F54-865BB3082085,1.2034867
2021-05-20,06A9FF1A-E4EC-4277-8487-32592CFBC714,1.4175115
2021-06-14,06C6A210-5B38-4DB4-A8AB-BA562103D32E,4.7289243
2021-05-13,06CD8BFC-5C21-47DA-A032-4FA9EB3ECE0F,0.5
2021-06-02,06CE0BD2-D7A2-473D-BC4D-413EAE7FF9A5,1.2696874
2021-06-14,06E0E336-C607-486A-825D-58F6B93D362B,4.424842
2021-05-13,06E0F71B-DE77-40F5-8A45-5716C946811C,1.8708608
2021-06-08,06EE080E-586B-4B29-AE8A-A11D1AC252D8,0.78944325
2021-06-09,06EF879A-C554-466A-9D87-45AA8EEFA091,4.415848
2021-06-08,072251F9-0A1B-498C-96C2-DDABECB7CC37,1.2696874
2021-05-09,0722A03A-CEC8-4BDE-9ED6-BE56131E5443,2.2223687
2021-06-20,0758CF48-5ADC-45DE-9E4D-67484F3D84D1,5.3964906
2021-06-16,075C7596-EB3B-4A46-9678-F877F09B7B3B,4.7289243
2021-05-12,0767B920-9D45-4B7F-AC07-7165E9B0D705,6.78836
2021-06-22,077EC9CB-B7AA-4C13-9711-609748E0B6D8,8.303047
2021-05-21,0795DDC6-AE74-48B6-8E25-25F37E003721,1.8708608
2021-06-22,07A0AA26-C99F-4D81-B3A6-037BC47EE181,3.7661402
2021-06-18,07A3A331-D4F1-4759-B62E-652B612BEA20,4.7579083
2021-06-18,07B13128-4464-4389-A1B0-C627D39F1866,4.111766
2021-06-14,07B5F6BE-B5EF-4806-8C30-242F0CC1E1FA,3.462058
2021-05-16,07BF7306-6CBA-43D7-B5B7-76F3FC9C8C9F,6.78836
2021-05-26,07C3C12A-85AE-48E2-92DB-C6FCF586E472,3.2584224
2021-05-18,07C80944-9DDE-4949-95AE-95D3A1A8640C,3.314234
2021-05-24,07D3541B-4A30-4F85-A686-FFB4B0EE593F,1.8708608
2021-06-06,07E8251A-0A2D-4565-96C3-B78437DBE38C,5.9903426
2021-06-06,07E969E4-38D1-4042-8748-4F511B36E95D,7.2406836
2021-06-12,07EF41D2-18A8-4279-9FE0-51E0D4920516,4.4448323
2021-06-10,0804313B-5830-44C0-9B23-0AAECF699E72,4.7289243
2021-06-21,081A9B22-B26C-4D13-A49C-E119553B9200,5.1812477
2021-06-19,083546F1-8C0C-4760-8875-C347B6C98EA3,2.7565386
2021-05-19,0846F96F-3BC7-462B-9BEB-805A9CD41EDF,4.8681717
2021-05-18,085F04F7-3F1C-4699-84E8-A24163CADEFA,1.2696874
2021-06-13,08624927-1901-496B-A083-33954FB3C1D4,3.462058
2021-06-21,086908D4-CB50-4B18-A829-F9C9FABBC813,4.424842
2021-05-13,086DEE1E-07F3-416D-B911-5497BD8CAB2F,5.848814
2021-06-14,08726D8C-06F3-43C6-AC78-89B4A585E36B,5.848814
2021-06-17,08746065-BA2F-43F6-9432-B26D7A048254,3.1586509
2021-06-25,0888D97E-B34A-4B00-866E-9EE696ADDDB9,0.78944325
2021-06-09,08917F3C-B3D7-4A83-9801-4EC0284125F8,3.1586509
2021-06-09,08933D50-818F-4DFA-9F7F-E998BB303675,1.8708608
2021-06-22,089C8F16-9B55-4A3B-B05B-7E7759754234,4.7289243
2021-05-22,089D5707-D913-44AF-8BAC-93348BC61735,3.462058
2021-05-10,08A6BAEF-1481-402A-B3CA-EDB44FD9606A,4.111766
2021-05-12,08AFE1BC-D33A-41B2-8CD8-65687A5097AF,1.2696874
2021-05-28,08BD1B81-B0C3-4D1C-AF00-9ACB678350C1,4.424842
2021-05-18,08C28986-FFB7-4316-8F49-A7AB1461DE3A,1.2696874
2021-05-25,08DE99A1-B249-48A1-B30C-068939893214,1.2696874
2021-05-10,08DEB30E-632A-49B1-9926-877D6E691326,1.8708608
2021-06-05,08F1190D-B111-46FD-AFDD-1D797DEEE37B,0.653975
2021-06-26,08F1FD9E-F796-4908-BD47-941F208EE556,1.2696874
2021-06-09,08F64FC1-6992-4B1D-A1C2-4A24230CE06E,1.2696874
2021-06-10,08F691CA-9286-4B06-9C19-219B86BCCF2E,1.8708608
2021-05-21,08FA7D2C-6978-45AC-80CA-AF6E85F8260B,1.2696874
2021-06-19,0908C023-A274-4AAB-A11D-6F282E1C97E8,3.1586509
2021-06-26,090BF7E2-6CCD-4F22-8EF1-DAD28681FAAD,10.450698
2021-06-17,090DDF72-7233-4CAD-9D0B-F6ADF54B2BBB,2.7977064
2021-06-21,091F9C24-F7FD-4A93-AFF5-02B7E268C975,5.9903426
2021-06-23,0926484D-B790-419A-B139-8E4FCD694C9E,2.7977064
2021-05-17,09358494-3B85-4405-92FA-C2475A9F893B,2.0186849
2021-06-21,094180D4-394F-4B0B-99D3-DB645143E500,2.0186849
2021-06-22,094AFED2-A2C8-41F4-A118-6B50059AD091,1.2890484
2021-05-14,094FE0A2-4145-4B48-969A-C3BD7E995AAE,1.2696874
2021-06-04,0959AF05-E1A7-431F-BB3C-0BDC63B2F269,1.8708608
2021-06-10,09700B5D-5FE6-4C55-9F1F-4712634C95ED,1.2696874
2021-06-15,09822B4A-3863-4A12-9A6C-FE44C4F6A824,1.7760245
2021-06-02,098DF2E3-B5EA-4568-84BF-5B0F5948D372,2.6498823
2021-06-12,09A4F431-DCF8-4EEE-BC52-0C3046F28FF0,2.0186849
2021-06-09,09AD39F5-1C02-4219-A1AE-20817B1859DB,2.6498823
2021-05-13,09B559FF-8636-447D-8338-3EED09491BD6,1.7353926
2021-06-07,09B57377-42CE-4CF9-8577-FA74B9192385,3.462058
2021-05-31,09C9C1EB-7D92-4B07-99D9-68DFA84634D0,4.424842
2021-06-12,09CA87AF-69D8-45B6-8655-3B19A2B2F5C3,2.6498823
2021-06-17,09CD0B1A-C7E0-45E7-82CA-5DF184B710A4,2.775091
2021-06-21,09D58548-3AFC-4D63-8366-3B4B82A910E4,0.5
2021-06-12,09D6F32F-33A1-4BA6-AEE6-2E6DC4A55597,2.7977064
2021-06-14,09DBE30C-836A-4337-BB70-06C7FD6AD970,5.5670033
2021-06-10,09E8ED63-591D-485F-B26F-DAB932BDCDCF,1.0210189
2021-06-14,09F2839A-7229-4C40-A3B1-7DFD73F61B22,4.7289243
2021-06-26,0A060D4C-98B4-45B4-846C-01280794B6BC,0.5
2021-05-23,0A151C76-D5FE-4799-A38C-8B2FAEBA545B,3.462058
2021-06-06,0A1C0944-9F36-4D78-A444-29ED6E50046C,10.903022
2021-05-17,0A25A4EB-D5E2-41F4-B8ED-67B1320DF76B,0.78944325
2021-06-19,0A47D4D9-9EF7-40B7-8370-5009A169095E,4.415848
2021-05-31,0A4986E9-B974-45D6-B757-2B33C7B0C8EA,5.3964906
2021-06-07,0A4A4FB1-E874-4CDC-911C-A461614C7C23,2.2223687
2021-06-08,0A535080-8020-4F1F-9B3A-98FC2E7A713A,4.424842
2021-06-17,0A546A34-C8B9-4437-B0A0-D3D8ECCC9B57,3.462058
2021-06-01,0A5D2F91-4B44-4CF6-A25A-6612F963AD37,2.0186849
2021-06-26,0A622CC6-2B50-440B-87FC-D6B84FF8B274,4.111766
2021-06-02,0A7A579E-154A-40C0-A29D-0285ED1B7A46,1.8708608
2021-06-04,0A8634DC-B00F-4173-A80B-326DAD755EF6,1.8708608
2021-06-07,0A954A37-30FD-4016-B91B-49D9DA4729F3,5.1812477
2021-06-25,0A96246B-BBA4-469C-93E8-C14EC88A6C65,3.462058
2021-06-17,0A998EE5-A9FD-4B1F-98B5-D59773353458,2.3701928
2021-05-30,0AA9DC6A-3B7A-4BC9-8335-E7450B11D6FF,2.7977064
2021-06-06,0AAD340B-076C-4CF6-98CC-FCE5D737E399,3.263994
2021-05-14,0AB54B07-A65A-4F12-8352-5D140779E6F0,2.3701928
2021-06-21,0AB85CEF-6700-4FA7-B733-25DEAE00E8A3,1.8708608
2021-06-05,0ABC1D75-8D45-421F-96ED-423176095E98,10.973714
2021-05-13,0AC4B8EF-21AE-4FAB-BC09-954BB5875CED,5.9903426
2021-06-20,0AD32A05-A185-421C-B9E4-EE07DD62B96A,2.7977064
2021-06-07,0ADD6E48-F945-4E97-BD62-AA6E9D694A50,2.0186849
2021-05-14,0AEA38DA-DD0F-42C3-A118-CF2490B63230,2.3701928
2021-05-12,0AEC04F8-F375-43DE-9FCB-4814C05F4D3C,2.7977064
2021-05-22,0AF12F58-4E85-4F68-B8D2-AF64E26035FF,2.0186849
2021-06-11,0B14FFB3-6756-43A4-83C7-14A0F9E2EEA8,2.6498823
2021-05-22,0B1E10B2-982A-489F-AF36-7FFA166ECFB7,5.092408
2021-06-19,0B33B6FF-9F6C-4FCD-9E4A-8C45C8BCD34C,2.7977064
2021-06-09,0B40D530-7C31-4BEA-8F5C-8E1A6B8F846E,2.0186849
2021-06-02,0B42CA54-3BEC-46A6-91AF-3CF452BCCEF8,1.8708608
2021-06-27,0B4F5293-8418-4454-AE85-7318EC424BD4,2.0186849
2021-06-06,0B67BF89-1C38-4A4C-926E-3F69A3433274,2.7977064
2021-06-10,0B6A0A88-3386-445A-BA1A-354A28F41AB1,3.462058
2021-06-26,0B6A19FD-6809-412D-97A8-B425E99E7C51,4.415848
2021-06-12,0B70534A-2C59-4C4F-A1D3-D48EB566D741,3.5680761
2021-06-09,0B721023-2EF3-4B47-B8C8-74D99D35F9BF,2.0186849
2021-05-28,0B7F37DC-E190-42D2-B31E-BD9BC7E6DDB8,3.4111755
2021-05-23,0B9C9F1E-E61C-4454-98FB-6B1F62CFE501,0.78944325
2021-05-18,0B9FDF9E-0DFA-4FAA-BEAE-5C64D9BD9520,1.8708608
2021-05-21,0BACF513-0984-4EA5-A8C1-C2587F2BFEBE,3.462058
2021-06-09,0BB96749-4031-40E1-9E12-E469075B1326,2.0186849
2021-06-09,0BCB4908-9615-44B6-8510-60F5DC7046F8,0.93726724
2021-06-09,0BDC2E44-347B-4AD8-9FEB-B90290D061FF,4.7289243
2021-05-11,0BDEC8EA-E355-4095-B088-FCF76C5FA8A1,2.7977064
2021-06-14,0BDFAA67-ABD4-49A6-8647-6D698FDF7052,4.424842
2021-05-23,0C04ED96-F4D1-4D9D-BCAF-0A9766871F6C,2.3227673
2021-05-23,0C08F328-27B3-4404-8444-FA694F62120E,3.1017885
2021-06-16,0C109381-B753-4F8E-A703-4C98CD7C7088,2.7977064
2021-05-22,0C1C7615-834D-4EB9-B0F6-C074698AB1CD,2.7977064
2021-06-17,0C30470A-80CF-4C49-AE44-0BFFABBC6910,2.7977064
2021-05-20,0C341D0C-B28D-4D40-8426-E2137211950F,5.9903426
2021-06-03,0C38237C-2380-4B6F-B3DE-EAFF99BEDE95,1.8708608
2021-06-10,0C49D3AD-7C41-42EB-9922-823F3FD59663,2.3701928
2021-06-25,0C63D0E1-B557-41FA-8BF0-771F3C707A32,2.7977064
2021-06-06,0C6CC801-6A15-4B80-922D-04CE61CA5F90,10.450698
2021-05-18,0C6FDA99-4F1F-4A45-982A-AE6FE3B04B20,10.903022
2021-05-12,0C81B6AB-B11F-4DFF-B193-343FE4936E23,3.462058
2021-06-24,0C85FE4F-227D-434B-9DF1-97C945E26CAE,1.2696874
2021-06-09,0C8846C4-F32D-4187-A519-2A0BF2AC5B50,9.806584
2021-06-13,0CB62805-94E1-4C57-A4EA-55150824DF4B,3.462733
2021-06-06,0CBEE785-C77B-465E-ACEE-76C913416AC9,4.415848
2021-05-12,0CFC4794-2FF0-4298-A12A-9C4B2462C5AF,1.0210189
2021-06-19,0CFE032A-D89B-489B-959C-9C3B209416AF,3.462058
2021-06-08,0D046074-E562-4B38-8799-2917A4201048,0.653975
2021-05-30,0D09D6EE-6F4E-4893-AF1F-99C4FEF89809,2.7977064
2021-06-23,0D0DDAD3-BF38-48CC-9735-333E09E9D1F4,2.674275
2021-06-07,0D1913D5-6570-4835-8A49-E664AD34C609,3.1586509
2021-05-25,0D19A9D8-2C4B-4F76-A127-F0CE6E1CB6A2,5.3964906
2021-06-26,0D322250-B6AE-4DBD-A9DE-A4B3415A4269,1.8708608
2021-05-21,0D480718-570A-49C9-BE1E-460612C20487,3.0108268
2021-05-13,0D54200A-1E67-42A7-8599-88AC209DB6E8,7.2406836
2021-05-22,0D5B4374-FC06-4D35-98D0-BEACEBAA0177,3.462058
2021-06-11,0D5DC384-FB29-478C-A56B-1658C8BCD501,1.8708608
2021-05-31,0D613309-5EA1-423F-912B-9DB78463CE90,1.1342192
2021-05-10,0D6BE3B0-9169-4581-BEF5-5F88AC45AB7C,3.462058
2021-06-18,0D6E9E4A-37EC-43CC-82CE-3CC201F9F4A2,3.462058
2021-06-06,0D71CB8A-0E72-41C0-B494-140000BA4715,3.462058
2021-06-05,0D7536F5-99B0-4487-B7DF-39A3C87AB5FF,2.0186849
2021-06-17,0D7D9392-1175-4E83-B715-F22170784F01,1.8708608
2021-06-20,0D7F599A-0F1F-44D4-85D8-21036B009630,2.0186849
2021-06-26,0D892360-CDE6-44CA-AE3C-06F47F67806F,0.78944325
2021-06-07,0D910768-31B7-4442-85F3-B9908ACF8243,0.653975
2021-06-21,0DA5F0E2-4C9F-407E-80DF-461A8C475A17,2.2223687
2021-05-25,0DB06D8F-6034-4EB6-81BE-70F2ECF5C419,3.1586509
2021-06-18,0DC34217-EFAD-47DF-A392-BC860D621340,3.7661402
2021-06-25,0DE0FDCB-D897-411F-A84E-F069089B1462,1.2696874
2021-05-22,0DED6FB7-8AC2-417A-8574-0655670FDC67,0.5
2021-05-27,0E092C1E-9FE9-46A2-9B2B-F16F371D0166,2.3701928
2021-06-26,0E099491-7577-48C2-939A-5E3CE6860EF8,1.8708608
2021-06-16,0E0B4D67-6A5F-4EA0-8C63-2132E9E77B25,5.092408
2021-06-05,0E17E52D-7E28-432C-B60E-4B846B9803BF,1.8708608
2021-06-15,0E1BFE80-7EA6-4BDF-AF53-2EA688C0F195,2.3701928
2021-06-06,0E25313B-B120-45A9-8E83-4FE13A39F1B0,1.0210189
2021-05-12,0E26AA22-8C96-4BFF-8FDD-40FD973B9B4F,3.7661402
2021-06-16,0E2E0812-70A9-41A0-8ABC-B0C39FA41369,4.424842
2021-06-08,0E395A01-85B3-400E-9FBE-F74C71CAA797,2.674275
2021-06-26,0E43F502-82C8-4F50-BFD6-72B301CBCE4B,3.7661402
2021-06-22,0E44A706-283B-4D66-9919-9A896BCE0BB7,0.78944325
2021-06-03,0E4F3C7A-DD83-49F0-B480-154787371E82,2.0186849
2021-06-26,0E672716-991E-4149-96A2-859236A8D257,4.7289243
2021-05-10,0E760DBF-4CCA-473D-A71E-AA59621CEB11,1.4175115
2021-06-11,0E79AD3D-92D9-477F-AC92-2DF639ED9CF4,2.7977064
2021-06-07,0E8FF613-0679-4F48-96A1-7E6A10DC82C2,1.8797297
2021-06-04,0E9339FA-5C34-4A46-8B58-1BCE6A6118B7,5.68626
2021-06-26,0E98CC43-69CB-4ACA-9B0B-A64010EC6B14,2.3701928
2021-05-25,0EA51A6C-E785-42F6-90ED-038B3F580DC9,1.8708608
2021-06-17,0EAB58B8-D5E2-4CD4-A2AF-720EE76E2702,6.442666
2021-05-19,0EAD4295-C51C-4DDC-A552-45EDE8E40042,2.2223687
2021-05-31,0EB2B176-307B-483E-823A-1B07E23FDEED,4.7289243
2021-06-08,0EC3244F-0CCC-4FD1-B0A0-3573EFF2F14D,2.4975085
2021-06-06,0EC84174-D729-40D6-8AAD-EC110EBE67A7,1.2696874
2021-06-08,0EC90EE3-15BD-483F-9EEB-D06C24492D08,2.3701928
2021-06-16,0ED2DFBA-66E5-4C09-B0B1-D0F446A37442,1.2696874
2021-05-20,0ED54730-F0F6-4937-9A1B-8625F2AE4A5B,4.415848
2021-06-07,0EDD9DB1-B259-48F0-9A5B-D3BBFE1261A3,1.8708608
2021-05-11,0EEC1F71-D9DA-4F88-8115-32847332285A,4.111766
2021-06-14,0EF99159-6D34-4A2E-B815-FF514364C4EE,3.7661402
2021-06-10,0F0B8244-B42E-4BA9-9CE7-51DFEB064B0A,2.7977064
2021-05-21,0F0FF229-A8BC-4CB4-B008-D075B7EE0666,1.2696874
2021-06-20,0F100288-81F2-47E2-9E9C-782405953DD7,1.8708608
2021-06-27,0F12E31E-9B0E-4458-A12D-1DFEBCBBD0CE,2.7977064
2021-06-27,0F14A0D6-0390-49FE-9F5E-C7DC0BE634EE,3.7661402
2021-05-31,0F22630A-CD1D-4BDB-BEF1-C1DADC07A325,4.111766
2021-06-14,0F3B62BC-A823-4770-9BC6-BE655C461EF3,4.111766
2021-06-26,0F42C15B-FF73-4BC5-92DE-6E61D8759BE6,2.674275
2021-05-13,0F4AD92D-F2C1-4B28-80A4-4900870D79D7,1.2696874
2021-05-11,0F5B55B7-D65D-484B-B097-15E374332DBA,2.0186849
2021-06-13,0F60114B-0904-402A-A3AC-B078B9E3466D,2.3701928
2021-06-17,0F798520-AACC-4138-8AC1-F1D83D430F27,1.2696874
2021-06-11,0F7CB11F-0C40-47C0-ACC4-FF761C65ACC3,1.4175115
2021-06-12,0F81344F-4B69-416B-8A47-3C5E5898B86B,2.3701928
