resettable_device_id_or_app_instance_id,predicted_45,act_date
1589E690-A159-4464-B80E-135EB36C22E2,0.7343742,2021-08-17
15E17A1E-F6F3-4582-8652-BF41C1DDC2E5,1.4773767,2021-06-26
16078F28-A4DF-4039-B302-0E11CF8A95F4,2.3337407,2021-05-30
1626EDE9-BA90-4A11-B608-778633A5FB4D,0.7343742,2021-07-04
1669C033-A5F7-4CCA-B49E-922B96C9E8F6,2.3337407,2021-05-31
16D702DC-0571-4126-95DC-AA9407F5B111,0.7343742,2021-07-06
16DAA720-4759-4AA2-A90A-07B505C964A5,0.7343742,2021-07-07
17448A2D-DEB6-470D-A024-A2B25BDA1965,0.7343742,2021-05-23
177B2E6D-0B09-4D31-9267-E1F6D2259EDB,0.7343742,2021-06-05
17B7E79D-E8B9-4266-B51C-8C0ED4601CDF,6.2986326,2021-05-31
17D4EC8F-C49A-4B38-98FA-9760A619B602,0.7343742,2021-08-11
17F5615B-F0EE-4CAF-8BC8-591CBD74E255,1.4773767,2021-08-17
185F564D-3EB9-482B-A128-65968DB6CA00,2.3337407,2021-08-03
189F56B6-8DE2-4BD9-A413-775EED4A4369,0.7343742,2021-06-04
18F32681-60CC-4C97-BCB8-A201BBE8EAC9,0.7343742,2021-05-19
1913AC69-0E23-4CE7-A75A-8BF29974A2CB,5.241327,2021-08-15
1929686B-CD4D-4A64-B77E-E9676F28A816,2.3337407,2021-06-10
194349B1-DED6-4D35-8CFA-B19F180E4950,0.7343742,2021-08-18
195E3E41-2EFE-4364-BF39-27A1C4B9F25E,1.4773767,2021-07-19
19623334-B443-46C8-AD17-19306D7ECC0D,0.7343742,2021-05-19
19960894-FB88-4026-8B2B-22B861A7FC32,3.8822773,2021-05-22
19E64CD3-6013-4206-A7E7-C9EEC2470073,1.4773767,2021-06-12
1A080876-A9C8-4E49-B950-7738D494B28C,0.7343742,2021-07-03
1A130DD9-25E2-4512-80E1-4B7E7283FD9A,1.4773767,2021-05-13
1A39B822-D856-472C-A910-52D713F55192,0.7343742,2021-07-12
1A4739B6-0B53-4AB6-B747-88B070980C6D,1.4773767,2021-06-09
1A69D281-92C7-482C-9558-F2FD419A8CBA,1.4773767,2021-06-27
1A84EEB2-1CA9-49DE-8FB4-A86FC971632C,0.7343742,2021-07-23
1B1B3DFF-3FF4-4AA7-BBB5-AF8288B8D386,0.7343742,2021-05-10
1B242EE2-DBA1-44A0-9B09-9E7F38878AAC,0.7343742,2021-07-20
1B5B0BB7-B44E-473D-8064-B0DFD57B64CB,0.7343742,2021-06-08
1B6C74DD-B628-4383-898D-445D856A40B2,2.3337407,2021-08-03
1C7B122F-7C72-4AD5-9F3E-FE2366E8FE77,1.4773767,2021-06-15
1D2FB03A-C061-4582-8A5B-A6A71E5287F1,2.3337407,2021-08-09
1D33CEA4-FC47-4341-BE24-920B83010F3A,2.3337407,2021-06-13
1D3629E1-625B-459F-9BAD-D41102E42296,1.0200566,2021-06-09
1E10C2D4-1AD2-4347-A9EE-8AB40C2F7598,0.7343742,2021-07-02
1E401EEA-7CC0-422D-8512-2DDE1804B538,1.4773767,2021-07-03
1E7C7B8D-03C9-4DFC-B3D4-B3BB92B0F6D2,8.732318,2021-05-30
1E91067B-A5FC-4169-8E74-48840786F300,1.4773767,2021-08-08
1E9B4EEE-5C55-4C7A-967A-28232EE861DE,2.8727129,2021-06-03
1ED7B447-91DE-457D-8842-CC5B9733D5A7,5.241327,2021-05-22
1ED7C398-0049-43E0-B944-85E990ACA2A6,1.0200566,2021-08-07
1F29B400-7F23-47DD-8699-5FF636D2038B,1.4773767,2021-07-04
1F6BD3E6-3E24-4001-9D55-62CEEC85209F,3.8822773,2021-08-18
20296636-8BBF-44D1-A6EC-9BF0402AD9C3,0.7343742,2021-06-08
20C3DB34-46CC-407C-B230-633AD1B45B81,1.0200566,2021-06-28
20D68829-8F62-4653-8881-60C614743BD8,0.7343742,2021-06-27
210172AD-C480-4E71-8236-E0F16762546C,2.8727129,2021-06-09
2146B186-BF9F-437A-B933-D18987368527,5.241327,2021-05-25
21732980-F11D-4093-8C54-78507F003D48,1.4773767,2021-08-15
21A89EE5-745B-4BC5-903D-D8A2B5E34327,2.3337407,2021-07-05
21E6D469-B1F6-4A51-A668-76CF0FF728B2,0.7343742,2021-05-28
21FD0B09-CD04-479E-9476-449128370705,1.4773767,2021-07-14
22008565-D2AE-49C9-B004-93D7A5F5EF95,5.241327,2021-06-01
2298E85E-36C1-4571-B1F7-3297A517881E,2.3337407,2021-05-24
22B58D15-1E9F-4597-BE22-5ABEEEC93551,0.7343742,2021-06-14
22C80581-DBE4-4FF7-AE75-2B1A67410FDF,2.3337407,2021-07-30
2324958F-50DE-4C79-B3D6-05819986EA1D,0.7343742,2021-07-06
237C5CC2-1721-484E-B075-B848D32DBE7E,2.3337407,2021-07-16
2387A939-91B8-4D71-A31C-F0322F774BBC,6.2986326,2021-05-13
23D184F7-4577-4C80-ABA5-09AF0F1D99F4,0.7343742,2021-08-10
243CED9A-04E4-4CB6-90C4-B6036D43B9CC,1.4773767,2021-06-03
2516E8A9-DA94-4949-AA14-261214556E7F,2.8727129,2021-05-14
251B4016-9616-4516-BB7A-BB3D133CAB35,0.7343742,2021-05-19
2547ACF0-748E-4EF4-9CC8-79906CF7529B,2.3337407,2021-06-02
2567E17B-EBDD-4951-9C47-36906591D0E5,1.4773767,2021-07-28
25E35B66-B978-40D6-8732-E24E4A9E0BE7,2.3337407,2021-05-14
25F0BEA7-5D54-4DB5-8264-E7C651CE7E37,1.4773767,2021-06-22
2646196F-B9BC-4E46-9881-4CFFF44D6F70,1.4773767,2021-06-14
265B8978-65FA-40AB-9F1B-EE4D15C226EC,0.7343742,2021-07-22
26CBF98B-B39F-4100-B3B9-6BF49D60A8E0,0.7343742,2021-08-15
26F40ECE-88B9-4119-A3A8-A2644C3A3D78,3.8822773,2021-08-12
2730EF2E-2B2A-493A-8AF3-2EB83F8C8F1C,2.3337407,2021-08-06
27927151-5273-41D9-9903-484550CA3802,1.4773767,2021-06-14
27AE9C65-EA34-4D98-A374-DB65423BA67F,6.2986326,2021-07-10
27F9B9F9-FDE6-463E-A7EB-12DD7AB24ABA,0.7343742,2021-07-23
28A48001-DB08-4D53-BBF8-EB170A7331D8,0.7343742,2021-07-08
28B2F155-E403-4474-BAF2-5065B4EA3A77,2.8727129,2021-06-08
28C584D1-E006-472A-95FB-8768B8EEAD68,1.4773767,2021-05-19
292D767B-B174-4D30-81E1-FBAD1CF8D3F8,2.3337407,2021-06-29
293DF496-BC40-492E-89F2-85ED6E86A619,2.3337407,2021-06-03
294EC39A-E625-4AE4-A427-63FDBB10AD97,0.7343742,2021-08-07
298BA137-0B0A-4F46-B745-31130D0F02B4,1.4773767,2021-08-18
29AB5028-C505-4D2F-9228-33E79C8C6F9C,2.3337407,2021-08-09
29CA1EF7-F2CF-441A-B3FE-34D25462B0C3,1.0200566,2021-07-17
29E2FFFB-9E09-4E55-98B9-89DE794A4C66,5.241327,2021-08-18
2A77A0CA-449E-482D-AA2C-A9912816A69F,3.8822773,2021-07-19
2A98678B-6795-44B6-908F-F9B9645618C1,0.7343742,2021-06-07
2AA35471-F6CA-4077-9F3F-77CD4F33DA50,1.4773767,2021-05-24
2AAE8CEB-A0DA-4662-ACF8-E111ADD6F92A,0.7343742,2021-08-16
2ADE8F31-D71B-4DDF-AB7D-DD235CA40020,1.4773767,2021-08-16
2AF9986A-7375-44A6-BF62-A1300E715640,0.7343742,2021-08-10
2B2ED483-03B6-4C1D-BA9A-414181CE8D65,0.7343742,2021-05-19
2B33C7CA-07B5-4870-8098-C3DDFA2A02B5,1.4773767,2021-08-11
2B4ED0E2-6340-456E-8B8A-43038DC6304B,1.4773767,2021-08-10
2B6156FE-AC91-4A44-B807-0EAFA3546180,0.7343742,2021-08-15
2BC34B50-2085-462A-A8BE-A47FC523287A,2.3337407,2021-05-25
2BE788B9-2D4B-4ADE-841A-92446380CC9B,2.3337407,2021-07-05
2C08C8F5-757F-4CF8-9082-F015A9A4AEFF,0.7343742,2021-07-09
2C0E0084-07CD-4EAB-B6AA-929DECA8F354,1.4773767,2021-07-09
2C2BC72C-55E7-48A8-BAB3-058F8CCBB79F,0.7343742,2021-06-16
2C483141-841E-4FF8-838F-385925E7CFAD,2.3337407,2021-08-18
2C574CF2-2E24-42FC-8BBF-41328B30CE61,0.7343742,2021-08-18
2C6A6F2E-CBDC-4D30-AC79-27AE3616E9A2,1.0200566,2021-06-02
2C757B71-4B18-4160-B4B4-7D25FAD2B44D,0.7343742,2021-07-29
2CCB9E67-6FDA-4924-92FA-B745079464B4,0.7343742,2021-06-17
2D7904A9-6271-4767-AD9B-C7665D2A7C11,0.7343742,2021-05-18
2DA24C0C-0B64-4778-A927-18EE085C7819,5.241327,2021-07-18
2DD5EDAA-E49F-47B5-AD81-B2FBE4C3A441,1.4773767,2021-05-25
2E4AB244-506D-4916-A70C-23857A8FF017,1.4773767,2021-07-04
2F4B84F8-051A-4B27-A111-910BC79F4C0E,2.8727129,2021-08-18
2F61B0E0-E1E2-41BC-AD5A-AF4DCF08F27C,0.7343742,2021-06-07
2F76709A-62FB-4F60-BEBF-3E1FFEA60E75,1.0200566,2021-05-14
2F7F4B46-C11E-453C-9F5E-848E211E6A53,2.3337407,2021-06-11
2FABCE31-5FAF-446D-99C0-E545BFD95645,2.3337407,2021-06-10
2FEA8F91-FB18-40A9-B09A-49C546ECCEEA,1.4773767,2021-05-14
306193EB-4C2B-4540-A6D6-97EF961F4B10,0.7343742,2021-06-07
30BB5C1D-7645-46B7-90B5-09779F8CF63A,12.914875,2021-06-10
30F51D41-FF99-4954-9B45-0B30C7F20920,2.8727129,2021-06-11
30F64BCE-2F8F-4315-AD7E-C2A200F5D92A,2.3337407,2021-08-06
312667FB-7CD8-4DA9-9107-11EE76993782,2.3337407,2021-05-21
3192F5C1-7839-402B-A2D9-FA894724F322,0.7343742,2021-06-09
31A8846D-4E9E-4952-957C-07CB6B500EBC,0.7343742,2021-07-04
31C5CA57-443E-414F-A2C4-1B996CBFF849,0.7343742,2021-07-22
31F30B1C-FD76-44ED-9271-D476AEDC5825,1.4773767,2021-08-18
31F44B1C-270B-4592-9717-83F87EB0CD3C,0.7343742,2021-06-17
3284C0DC-B5EB-444E-BA3B-C0A6DD9FAEAA,1.4773767,2021-06-08
33059A9D-FD80-4F53-8BA8-08548A45F70F,1.4773767,2021-06-03
3310E2AE-DABD-428A-BA0E-C2D1C1FE5975,1.4773767,2021-08-13
33275683-CF47-4383-949B-90CEDD603632,0.7343742,2021-08-06
3349DDD2-0F02-410C-9434-E7E48034CBBC,1.4773767,2021-08-11
335DAA7E-4123-49A1-942E-4F868AE7A1BF,1.4773767,2021-06-08
33913584-1109-4B2D-AF7B-2986179AD92F,0.7343742,2021-05-28
33B7B478-DF6F-46C8-8A15-59EDA1C48614,1.4773767,2021-06-11
33C0426D-9B05-411F-BAB9-81B18555105B,1.4773767,2021-06-25
33CC2DB2-CBDA-4937-86B7-003D8B98003F,1.4773767,2021-07-09
34192886-FD7A-429C-B16F-274B401605B5,2.8727129,2021-07-24
342249F7-FB26-417B-8626-4E400EC047B5,2.3337407,2021-06-30
342A1900-ABA2-40CC-98B5-A6ECD84EF7FD,0.7343742,2021-06-22
3465E47C-B669-466E-9742-802DDCE6C059,0.7343742,2021-08-17
348D056C-2F8B-4EFC-A30D-DAA5FBF991B7,0.7343742,2021-08-12
34C9F994-B852-43CA-9076-B69052869FC1,1.0200566,2021-06-20
34DE12CF-E625-42CC-A464-847FCDDF4062,1.4773767,2021-08-17
34E0B66E-DA56-45E9-9EB7-AD7C6D889539,2.3337407,2021-05-25
350D2095-4F1B-45DB-8C87-E98FC674795C,0.7343742,2021-06-19
35187968-0F70-4578-A64D-7F5D02D2B1F7,0.7343742,2021-07-05
3542D111-A2EC-483D-9064-A38F2E1CCAB0,6.2986326,2021-06-10
3556C172-268E-43C0-9307-AE9C3ADEBC6D,1.0200566,2021-08-04
3595312F-205F-4B67-AE30-49F79A1F1CE4,2.3337407,2021-07-06
359DD2E1-F662-4733-B146-EADDA94C4385,0.7343742,2021-06-29
35DB5D2F-4FE9-4525-B0BB-18BC34061700,2.8727129,2021-06-03
366F7C0A-AD07-463B-9728-6D7DDAEDE3FA,0.7343742,2021-06-06
36D2EED5-8733-4F65-9FD7-5ACE2E74E756,0.7343742,2021-06-10
37152FD8-5AC7-4882-9BFE-2D111FC59363,2.8727129,2021-06-08
371D6FB8-17FA-4A85-B81B-84BFF8B721D0,1.0200566,2021-06-21
372BE98D-D722-4C25-80ED-7121CE7B014F,0.7343742,2021-06-13
373DE14D-313A-448A-BDA6-EAD1AAEEC5A1,0.7343742,2021-07-28
384F1FDC-1607-4285-95B0-C8170135D788,0.7343742,2021-06-12
3868C415-9C82-4A25-B076-DD936FE66854,1.4773767,2021-08-03
38DDC03F-E4F0-4563-B9E4-571AF84BD03E,0.7343742,2021-07-29
39982B9F-15E2-4AC2-AD00-2B6F52957131,0.7343742,2021-06-13
39EE358B-136B-4F91-A5E0-F41895F811BF,0.7343742,2021-06-12
3A24E404-B3B7-4259-9ADB-45FD7F299D22,2.3337407,2021-06-02
3AB29491-DFDC-420D-81FE-CD8C9C53F36D,0.7343742,2021-05-18
3AD207F2-09D8-489A-AA3C-E1B8039066A5,2.8727129,2021-05-23
3AE637C5-9085-4DC6-8EBE-7E6908870C85,5.241327,2021-06-17
3AE93886-3948-44BA-8409-CA4166257849,26.342222,2021-07-17
3B1EB4D5-2F6F-420C-B1F4-C0ED8B2876CE,2.3337407,2021-05-14
3B6B8ED5-48DC-4FAF-B553-0B8496EBB94D,2.8727129,2021-08-02
3B6F9B1F-3471-46DA-8A63-83491CB276DC,1.4773767,2021-05-26
3BB46107-CE18-4F6E-AF13-FFFA385C2FCB,0.7343742,2021-05-21
3C20587D-BE41-462F-8877-174B8EE2DE62,1.4773767,2021-07-04
3C3CD54F-A663-4345-B0D2-D4FB13E82A64,3.8822773,2021-06-12
3C5B0445-B26F-4AE8-B93C-F24A3C07148C,0.7343742,2021-06-09
3C8EC828-EFBB-4AFD-B2B3-5B8701F7EC62,2.3337407,2021-07-11
3CA2E349-D3A2-4B6A-877D-43F2B1764A9D,0.7343742,2021-06-18
3CB68119-CDF2-457A-810D-A7BC8CA6D3AF,2.3337407,2021-07-06
3CBE1F22-D59D-456F-B1FB-7AD100EB5D0D,0.7343742,2021-07-04
3CD026B0-BE87-4BC7-9175-9E79784DA7FD,0.7343742,2021-06-04
3CD4ADBB-AA1B-4868-8439-0FF42A575E56,1.4773767,2021-08-17
3D2573CD-9AAC-4571-A0B0-EBEFCA3ABD17,1.4773767,2021-08-10
3D7E120B-CD8A-407F-BDEE-969C15E5F3AC,0.7343742,2021-07-17
3D897354-0187-456B-AC25-0A67B835BE88,0.7343742,2021-06-06
3D8D4F43-E10F-46B2-A7FB-93E114CDAADA,1.4773767,2021-06-11
3D8E206C-1188-48B0-9B83-CC07B8723D55,2.3337407,2021-07-28
3EA40A38-0EA8-48F2-88F2-6EF255A3F73F,2.3337407,2021-06-04
3F06AEFD-C7A6-462D-87DC-756FBA605453,1.4773767,2021-08-18
3F926DE8-05C9-4DEC-A6E5-F4D5655A18D7,2.8727129,2021-08-15
3FBC5F24-E805-4F3C-8A95-DEB0D8DA2653,1.4773767,2021-08-18
3FDF4B54-34EB-4304-B5D3-2738C935A261,0.7343742,2021-05-22
3FFFB7AF-BF12-4577-8978-433633D0C5A3,0.7343742,2021-06-28
400CD189-E1C8-438F-A5B7-5B45B31CE909,0.7343742,2021-08-09
405FA5AC-EAA2-4B65-BCC5-12C947C9FA41,2.3337407,2021-06-30
4067B64B-6BB4-4E59-9774-C2F2209B0B50,0.7343742,2021-06-27
406CAEB6-1642-4D1E-BC53-F0021BFD04DA,0.7343742,2021-07-07
4071C2B7-4FB0-4F1D-98D1-D7779714DDCD,1.4773767,2021-07-06
408BCCF5-6B55-4192-8B0E-78D1A4424D9E,5.241327,2021-07-05
40B5AE26-1629-4949-B85D-E44911D28BCA,5.241327,2021-06-15
40B6A3D3-24CA-43D1-BD99-8AA35F501B30,0.7343742,2021-08-12
40E03ECC-E4AC-4CB3-85DF-53F3305601B9,1.4773767,2021-08-07
40F20531-7BB3-47F5-82F3-841B4216D47F,2.8727129,2021-06-09
40FBEAF8-4EEE-4E95-8C60-625C474DDA8F,0.7343742,2021-06-25
40FEAD3D-3A98-4C5D-8250-8C5045E20E56,0.7343742,2021-08-15
410D61CE-641A-497D-8321-ADBA230968DD,2.8727129,2021-08-10
411C3439-E987-4D4C-B3DD-77BEC797511F,5.241327,2021-07-11
41364CF8-EDEF-4DAC-AD07-D5A936E95749,0.7343742,2021-07-20
41AE82A7-82F1-40D3-AA64-E472E3D407C3,0.7343742,2021-07-21
41D0E8A5-E8BB-454D-9742-82C918558E69,1.4773767,2021-07-30
4224BE33-138C-423A-A2D9-8BAB38359671,2.3337407,2021-07-07
422B423F-D076-4A90-AF54-19758556C239,1.4773767,2021-05-31
4260797A-3F27-4CE6-88DF-9B387F44571D,0.7343742,2021-07-01
426E0876-1172-4537-BF56-36A40BD6FE7D,0.7343742,2021-08-10
42A3EF74-AB44-4B17-A09D-883DCE2CB070,1.4773767,2021-07-31
42C0D1AB-EB4A-4D72-AC12-90FA74944366,0.7343742,2021-06-08
42D96D79-C52C-42A0-9B20-745455F7C3FE,2.3337407,2021-06-06
42DD2F02-8DEF-4B58-B744-28422BF34DD7,0.7343742,2021-08-16
4332FC4F-1706-4075-99A0-BB47B2BD6174,0.7343742,2021-07-08
433E4950-FC82-48B3-BAF8-47B1363B4550,1.0200566,2021-08-03
4342B0C5-4459-47D8-877D-AD870DB43B3F,1.4773767,2021-08-11
43514321-DCE3-47CC-B65D-0506B1FDC010,1.4773767,2021-05-21
439E7DA0-4B9D-40EC-B8B6-18AA0A36A5D8,1.4773767,2021-06-01
43C3AF55-B98A-4E4A-879C-85FC3EE61F3E,0.7343742,2021-08-05
43C9404D-A9C9-44F2-A351-F94C75B506C9,0.7343742,2021-08-06
444DBAA8-68D7-426B-9938-08E233B4C4DC,1.4773767,2021-06-17
445303F9-584C-497F-A62C-65E5CF566CB2,1.4773767,2021-05-14
4482CFF8-2AC6-4BB2-8038-5ACE7E643351,1.4773767,2021-08-09
45406974-231A-4E0C-862B-2684C15859DA,1.4773767,2021-07-28
455CB949-2090-44CF-BFD3-AB5B24C9A171,0.7343742,2021-07-19
458761F5-07F2-4A6B-A5F9-3E3606BADDBB,2.3337407,2021-06-15
4590517F-E0F8-43A8-8794-A08E4AD84561,1.4773767,2021-08-16
45DCB622-46BE-48EF-BDBC-E763A895DC6B,1.4773767,2021-08-17
46314DC8-7928-4715-BC66-D82057F65A0C,5.241327,2021-07-21
463BB395-FC30-400C-9BC6-916F709FF401,1.4773767,2021-07-11
4649C12C-6FD0-47CF-932F-DD92675FB053,2.3337407,2021-08-15
4681B3FB-0269-466D-8C02-85A16E2D7D42,0.7343742,2021-07-06
469245E7-3C2C-46FD-8B03-3BAC7EADC97A,3.8822773,2021-05-11
46D5977F-BC57-4B90-8213-D366988FFAAB,6.2986326,2021-06-05
470D9BE1-93BA-4B82-82FE-BB5C1CD9243E,0.7343742,2021-08-04
473A09F8-4F9E-444B-9878-7AB99BB1F33D,2.8727129,2021-07-16
473AB4CA-9521-4162-9C39-037CD928E899,0.7343742,2021-08-16
47A5FFA2-60B3-4DDC-A025-BDBC71636842,0.7343742,2021-05-18
47AC971A-A188-4790-8A66-0098DF351AC0,1.4773767,2021-05-17
47E22361-C59C-438A-B2E4-6914141321DD,5.241327,2021-05-11
